ID;Title*;DOI;Database;Authors;Title;Year;Published In;Abstract;Keywords;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Performance Evaluation of Skill-Based Order Assignment in Production Environments With Multiagent Systems;10.1109/JESTIE.2021.3108524;IEEE Xplore;"S. Braun; C. -T. Cheng; S. Dowey; J. Wollert";Performance Evaluation of Skill-Based Order Assignment in Production Environments With Multiagent Systems;2022;2022 IEEE Journal of Emerging and Selected Topics in Industrial Electronics;The fourth industrial revolution introduces disruptive technologies to production environments. One of these technologies is multiagent systems (MASs), where agents virtualize machines. However, the agent’s actual performances in production environments can hardly be estimated as most research has been focusing on isolated projects and specific scenarios. We address this gap by implementing a highly connected and configurable reference model with quantifiable key performance indicators for production scheduling and routing in single-piece workflows. Furthermore, we propose an algorithm to optimize the search of extrema in highly connected distributed systems. The benefits, limits, and drawbacks of MASs and their performances are evaluated extensively by event-based simulations against the introduced model, which acts as a benchmark. Even though the performance of the proposed MAS is, on average, slightly lower than the reference system, the increased flexibility allows it to find new solutions and deliver improved factory planning outcomes. Our MAS shows an emerging behavior by using flexible production techniques to correct errors and compensate for bottlenecks. This increased flexibility offers substantial improvement potential. The general model in this article allows the transfer of the results to estimate real systems or other models.;"Cyber-physical production systems (CPPSs); digital factory; event-based simulation; industrial agents (IAs); Job shop scheduling; Layout; Manganese; multiagent systems (MASs); Optimized production technology; Production; Task analysis; Workstations";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Optimizing schedules for adaptable manufacturing systems;10.1109/ETFA.2015.7301452;IEEE Xplore;"N. Keddis; B. Javed; G. Igna; A. Zoitl";Optimizing schedules for adaptable manufacturing systems;2023;2023 IEEE 28th International Conference 2023;Adaptability and changeability are becoming the key features of future manufacturing. With adaptability comes a need to dynamically and frequently change factory topologies throughout the life-cycle of manufacturing systems. These changes are necessary to respond to changes in markets that result in new products, production volumes, and product variants. In addition to flexibly switching between different setups, the resulting schedules still have to be optimal to a certain extent to stay profitable. In this paper, we extend a capability-based planning approach to generate timed automata models that are used to solve the scheduling problem. The capability-based approach automatically generates an action sequence that defines all necessary production resources and operations for a product. The action sequence is then automatically transformed into models in UPPAAL - a model-checker for timed automata - and used to generate a schedule for production orders. The result can then be executed on the different production resources. An example scenario based on an industrial production system used for educational purposes shows the suitability of this approach.;"Automata; Job shop scheduling; Manufacturing Systems; Optimal scheduling; Production facilities; Schedules";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;Modelling and orchestration of service-based manufacturing systems via skills;10.1109/ETFA.2014.7005285;IEEE Xplore;"J. Pfrommer; D. Stogl; K. Aleksandrov; V. Schubert; B. Hein";Modelling and orchestration of service-based manufacturing systems via skills;2023;2023 IEEE 28th International Conference 2023;Shortening product lifecycles and small lot sizes require manufacturing systems to adapt increasingly fast. Many existing machine tools, handling and logistics systems are already generic and not bound to a specific product a-priori. Yet this flexibility and reconfigurability on the asset level is lost in automated systems that are limited to executing a small set of predefined actions in a fixed sequence. The SkillPro1 project aims to develop a holistic service-oriented framework for modelling and orchestration of modern adaptable manufacturing systems. The core concept is a unified abstraction for manufacturing tasks: skills provided by the available assets and the requirements of the different production steps. The skill-based system model enables the transition from generic high-level descriptions to low-level formats that can be directly executed. Self-describing assets can be added, changed and removed at runtime, taking into account technical and economic conditions to best achieve the manufacturing goals.;"Manufacturing Systems; Planning; Robots; Runtime";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Mapping of OPC UA FX to the Asset Administration Shell and Capability, Skill and Service Model;10.1109/ETFA61755.2024.10710837;IEEE Xplore;"K. Justmann; L. Leurs; M. Ruskowski";Mapping of OPC UA FX to the Asset Administration Shell and Capability, Skill and Service Model;2023;2023 IEEE 28th International Conference 2023;The current research trends in the field of manufacturing process optimization tackle the question of how to realize manufacturer-independent flexible manufacturing through the standardization of various technologies. Through the combination of Open Platform Communication Unified Architecture Field eXchange (OPC UA FX), the Asset Administration Shell (AAS) and the Capability, Skill, and Service model (CSS model) an automated reconfiguration of real-time capable communication in an industrial environment can be achieved. This paper presents an approach for the first steps of implementation of this concept. First the requirements are discussed which are needed to enable the concept. Then possible AAS submodels that fulfill these requirements are presented. Based on this discussion an example using a linear axis with a movement functionality is modelled in the AAS using the Asset Interface Description (AID) submodel and in the OPC UA information model for evaluation of the approach. Enabling an on-the-fly reconfiguration of real-time capable communication allows for optimization and faster reaction to changes in production demands.;"Asset Administration Shell; manufacturing; Manufacturing automation; manufacturing processes; Market research; OPC UA Field eXchange; Optimization; Production; Real-time systems; Skill-based; Standardization";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;Kinesthetic Skill Refinement for Error Recovery in Skill-Based Robotic Systems;10.1109/UR61395.2024.10597483;IEEE Xplore;"V. Kowalski; T. Eiband; D. Lee";Kinesthetic Skill Refinement for Error Recovery in Skill-Based Robotic Systems;2024;2024 21st International Conference 2024;Skill-based robotic systems can perform tasks more flexibly than typical industrial manipulators. These systems are equipped with a repertoire of reusable skills and take advantage of a knowledge base about their workspace. That being so, the robot can execute tasks composed of a combination of different skills, tools, and objects without having to be reprogrammed explicitly for each task. Despite its advantages, these systems are affected by modeling errors and an inaccurate knowledge base. Such issues lead to failures in production. Since automated error detection is still an open problem, they often have to be solved by a robot operator. That is generally done by accessing the implementation of the faulty task and determining what to change to achieve the desired outcome, which is time-consuming and requires expertise. The proposed work aims to provide the robot operator with a faster and more intuitive error recovery method for a skill-based system via GUI-assisted kinesthetic refinement of robot skills. Furthermore, partially automated error recovery strategies are included. First, the targeted skills can be composed of an arbitrary number of steps with corresponding reversion behaviors. Second, consecutive human corrections on different parts of a given object are analyzed to infer a possible object pose error. Experiments show that our method takes one-fourth of the time required for conventional manual correction.;"Knowledge based systems; Manipulators; Manuals; Production; Robots; Service robots; Task analysis";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;Implementation of the human skill based on hybrid architecture;10.1109/IECON.1998.722963;IEEE Xplore;"K. Itabashi; K. Hirana; T. Suzuki; S. Okuma; F. Fujiwara";Implementation of the human skill based on hybrid architecture;1998;IECON '98. Proceedings 1998;Impedance control has been widely used in various manufacturing processes. In the impedance control framework, it is a very important and difficult problem of how to decide impedance parameters to realize the prescribed desired task. Since there are large similarities between impedance control and human fingertips control, one promising technique to overcome this problem is extracting the impedance parameters from human demonstration, and implementing them on the robot controller. However, if there exist disturbances and/or noise at the playback stage, which are not taken into account at the skill acquisition stage, the executed task by robot is far different from the human demonstration. In order to realize the robust skill, the authors introduce the hybrid architecture. This architecture enables robots to use the most suitable dynamics (impedance parameters) for each task situation. Moreover, because of event driven architecture, one can expect the improvement of robustness of the skill in the time domain.;"Hidden Markov models; Humans; Impedance; manufacturing processes; Noise robustness; Process control; Robot control; Robot kinematics";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;IEC 61499 Skill-based Distributed Design Pattern;10.1109/ETFA54631.2023.10275380;IEEE Xplore;"L. Sonnleithner; A. -L. Hager; A. Zoitl; K. Meixner";IEC 61499 Skill-based Distributed Design Pattern;2023;2023 IEEE 28th International Conference 2023;Cyber-physical production systems (CPPSs) are modern production systems that aim to integrate the latest techniques and technologies from IT to enable flexible/adaptive manufacturing. The IEC 61499 standardizes a domain-specific modeling language used for developing control software for distributed CPPSs. However, currently, IEC 61499 software misses concrete design guidelines, and those that exist are often not concrete enough to implement high-quality software, which makes changeability and refactoring error-prone and tedious. Furthermore, modularization and decoupling of hardware access and software functions are missing concrete design patterns. This paper aims to implement and test the concepts of skill-based design patterns for IEC 61499 for a concrete use case in a simulation. We employ a case study to demonstrate the approach’s feasibility, achieve the benefits of modularity, adaptability, and maintainability, and facilitate better error handling.;"Behavioral sciences; Design pattern; Distributed control system; Flowcharts; Hardware; IEC 61499; manufacturing; Mechatronics; Production systems; skill; Software; Software architecture; Software design";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;How Do Firms Achieve Successful Technology Commercialization? Evidence From Chinese Manufacturing Firms;10.1109/TEM.2020.2997965;IEEE Xplore;"X. Jiang; G. Wang; D. De Clercq; X. Yi";How Do Firms Achieve Successful Technology Commercialization? Evidence From Chinese Manufacturing Firms;2022;2022 IEEE Transactions on Engineering Management;Organizational capabilities, such as technological capabilities and marketing capabilities are key determinants of the success of technology commercialization (TC). However, literature has rarely explored how firms combine and balance these two potentially interrelated yet competing capabilities in pursuing successful TC. Adopting insights from the ambidexterity perspective, this article examines the tensions and interplay between technological capabilities and marketing capabilities, and conceptualizes the simultaneous pursuit of both capabilities as capability ambidexterity. We propose that, having a balancing capability (properly matching technological capabilities and marketing capabilities to avoid conflicts), a combining capability (effectively utilizing both capabilities), and simultaneously applying the balancing capability and the combining capability positively affect TC success. We also identify human resource-based conditions (high-commitment work systems) as a contingency under which the balancing capability and the combining capability are more likely to promote TC success. We report results from a sample of 262 Chinese manufacturing firms (based on a total of 524 respondents) that provide general support for the proposed model. Our results contribute to a better understanding of capability-based explanations of TC.;"Ambidexterity; Commercialization; Economics; high-commitment work systems; History; Indexes; manufacturing; marketing capabilities; Organizations; technological capabilities; technology commercialization";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;Generation of the Orchestrator Code for Skill-Based Automation Systems;10.1109/ETFA45728.2021.9613728;IEEE Xplore;"K. Dorofeev; S. Bergemann; T. Terzimehić; J. Grothoff; M. Thies; A. Zoitl";Generation of the Orchestrator Code for Skill-Based Automation Systems;2021;2021 26th IEEE International Conference 2021;Engineering distributed control systems is a complex task, where the complexity and, thus, costs of the software development are growing rapidly. To keep the software complexity at an acceptable level and save time for development and subsequent maintenance, new solutions are sorely needed. In this paper, we investigate the advantages of using skills - universal control device interfaces - for generating complex logic in distributed control environments. By enriching a skill interface with the information about the dynamic behavior of a component under control, we compose the functionalities of individual control devices. The logic, required for such composition, is automatically derived from the interface description and the production plan, identifying the required skill sequence. The evaluation, executed using two industrial demonstrators, shows that the approach successfully handles different behavioral models and is capable of generating fault-tolerant orchestrators, including error handling scenarios. Overall, for developing a complex logic in a distributed skill-based automation system, the proposed approach shows significant savings in development time allowing to automate the skill composition task.;"Codes; Decentralized control; IEC 61499; Industries; Industry 4.0; Maintenance engineering; orchestration; PLC code generation; Process control; Production; service composition; service-oriented architecture; Skills; Software";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;Functional and distributed layouts and their effectiveness on capability-based Virtual Cellular Manufacturing systems performance;10.1109/IEOM.2015.7093847;IEEE Xplore;"M. Hamedi; G. Esmaeilian";Functional and distributed layouts and their effectiveness on capability-based Virtual Cellular Manufacturing systems performance;2015;2015 International Conference on Industrial 2015;Although the formation of any Virtual Cellular Manufacturing System (VCMS), as a flexible layout, does not have any restriction regarding the current arrangement of machines, its performance is affected by different layout In this paper, Capability Based form of Virtual Cellular Manufacturing Systems (CBVCMSs) are generated through considering machines as the main constraining resource by a new multiobjective mathematical model and their effectiveness is evaluated over functional and distributed layouts. To find an optimum or near-to-optimum solution without any size-limitation of the problem, a multi-objective Tabu Search (TS) algorithm is proposed. The validity of the model and performance analyses of CBVCMSs over basic layouts is tested through benchmarking a numerical example. At the end, the efficacy of distributed layout for generating CBVCMS is illustrated because of its flexibility, minimizing the objective function of the developed mathematical model, less traveled distance by components of family groups, and acceptable capacity utilization. Moreover, the results illustrate the priority of CBVCMS in comparison to the original classical Cellular Manufacturing Systems (CMSs) from the capacity utilization point of view.;"Capability Based Virtual Cellular Manufacturing System (CBVCMS); Capacity Utilization; Cellular manufacturing; Distributed layout; Functional layout; Heuristic algorithms; industrial engineering; Layout; Linear programming; Manufacturing Systems; Mathematical model; Meta-heuristics; Resource Element; Tabu Search (TS)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Flexible Control Configuration in Modular Plants via Control Function Library;10.1109/ETFA61755.2024.10710925;IEEE Xplore;"Y. Zhao; Shagufta; T. Kleinert";Flexible Control Configuration in Modular Plants via Control Function Library;2023;2023 IEEE 28th International Conference 2023;This paper presents the design, implementation, and validation of a Control Function Library to support standardized design and deployment of control functions for automated industrial process operation. The Control Function Library establishes a standardized set of control functions for chemical production. Five categories (Time-based, Continuous, Reversible, Stopping, and Ramping control functions) are developed and encapsulated in the first version of the library. The Control Function Library enables scalability by providing a flexible framework for adding or modifying control functions to accommodate specific production requirements. This scalability allows control systems to adapt to changing requirements or environments without significant redevelopment efforts, especially for capability-based operation configuration and execution. Furthermore, the reuse of Control Function Libraries across various projects or applications minimizes development time and resource costs by avoiding the need to re-engineer processes from scratch for each new modular plant.;"Chemicals; Component-oriented Architecture; Control Configuration; Control Function for Chemical Production Process; Control systems; Costs; Flexible Process Automation; Libraries; Manufacturing automation; Modular Plant; Process control; Production; Scalability";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Evaluating Skill-Based Control Architecture for Flexible Automation Systems;10.1109/ETFA.2019.8869050;IEEE Xplore;"K. Dorofeev; M. Wenger";Evaluating Skill-Based Control Architecture for Flexible Automation Systems;2023;2023 IEEE 28th International Conference 2023;For the manufacturing of customized products, systems require easier and better adaptivity of the production plant especially in terms of the control software. In recent research projects, a skill-based architecture has been introduced and presented within an industrial demonstrator proposing the required adaptivity. Within this work, the skill-based architecture is compared to a more traditional component-based hierarchical approach to identify strength and weakness of this approach, which then enables further improvements of the skill-based architecture. The flexibility of control software can not directly be measured. Therefore execution time, modularity, readability, and reusability considering the impact of component exchanges are used as evaluation criteria. Modularity and reusability are measured by the number of needed Function Blocks (FBs) and that can also be used for other systems respectively. To evaluate readability three derived metrics from the basic Halstead Metric are used. The comparison shows that the skill-based architecture is more complex but much more flexible than the more traditional component-based hierarchical approach.;"Automation; Belts; Computer architecture; Robot kinematics; Software";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;Enabling Fault Diagnosis in Skill-Based Production Environments;10.1109/ETFA54631.2023.10275464;IEEE Xplore;"P. Rübel; N. Moarefvand; W. Motsch; A. Wagner; M. Ruskowski";Enabling Fault Diagnosis in Skill-Based Production Environments;2023;2023 IEEE 28th International Conference 2023;Automated diagnosis of factories becomes increasingly important to avoid production stops and down times. Additionally, market trends such as small batch size induced by individual customer requirements lead to modular production systems elevating flexibility as well as complexity of smart factories. That leads to more difficulties using conventional diagnosis methods. The ever changing constellations of production modules requires to include context information of the manufacturing domain to enable a suitable fault diagnosis.This paper shows the identification and classification of relevant context information for fault diagnosis in skill-based production systems. The concept of faults is embedded into the Capability-Skill-Service Model used to describe the aforementioned context. Suitable entities and their relations in the production system are outlined and the Knowledge Graph technology is used to make the the context information accessible. An implementation in a real-world demonstrator of SmartFactory-KL is presented and an outlook for further research is given.;"Complexity theory; Fault diagnosis; Knowledge graphs; Manufacturing automation; Market research; modular production; Production facilities; Production systems; skill-based production";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Empowering End Users for Social Internet of Things;;IEEE Xplore;"J. E. Kim; X. Fan; D. Mosse";Empowering End Users for Social Internet of Things;2017;2017 IEEE/ACM Second International Conference 2017;We present Socialite, a novel end user programming tool for the Social Internet of Things (SIoT). SIoT is a new paradigm where IoT merges with social networks, allowing people and connected devices as well as the devices themselves to interact within a social network framework. Through an online survey with 60 potential users, we identified eight desired features for the SIoT, which were then clustered into four rule categories that can be programmed by end users and/or imposed by systems. The rules created by end users are used to reason about both devices and people in their social relationships to support automated decisions during runtime. Socialite uses ontology/semantic models for basic/low-level knowledge representation (e.g., device and user) to encapsulate the heterogeneity in devices from various manufacturers, and uses production rules (trigger-action programming) for high-level reasoning. With the ontology model, our reasoning supports both device type automation (e.g., current temperature from a thermostat) and capability-based automation (e.g., current temperature from any devices with the same capability). Furthermore, the Socialite rules leverage social relationships and device capabilities to facilitate collaboration by efficiently sharing configuration and information among users/friends and even with devices from people unknown to a user. In a 24-participant user study (12 with no programming experience), we found that Socialite was easy to learn and use, for both programmers and non-programmers. Participants were able to create automation based rules, social relationship involved rules, as well rules they created during the study.;"Automation; Cognition; Collaboration; End User Programming; Internet; Programming; Semantic Reasoning Framework; Social Internet of Things; Social network services; Thermostats";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
